Site,Watershed,Stream,SiteUnit,ChUnitNumber,FishCrew,SurveyType,Method,Date,Tier1,Tier2,Discharge,Temp,PercentIceCover,Species,count,Pass1.M,Pass2.C,Pass3.R
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_7,7,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Run,Run,1.0981227,0,25,Steelhead,5,NA,NA,NA
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_8,8,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Pool,Scour Pool,1.0981227,0,25,Chinook,0,NA,NA,NA
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_8,8,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Pool,Scour Pool,1.0981227,0,25,Steelhead,1,NA,NA,NA
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_9,9,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Pool,Scour Pool,1.0981227,0,25,Chinook,1,NA,NA,NA
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_9,9,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Pool,Scour Pool,1.0981227,0,25,Steelhead,5,NA,NA,NA
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_11,11,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Run,Run,1.0981227,0,25,Chinook,0,NA,NA,NA
YFI00001-000835,Yankee Fork,Yankee Fork,YFI00001-000835_11,11,QCI,Snorkeling,Snorkel,2018-01-23T00:00:00Z,Run,Run,1.0981227,0,25,Steelhead,4,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_1,1,QCI,Snorkeling,Snorkel,2018-01-24T19:40:00Z,Riffle,Riffle,0.6027174999999998,0,50,Chinook,0,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_1,1,QCI,Snorkeling,Snorkel,2018-01-24T19:40:00Z,Riffle,Riffle,0.6027174999999998,0,50,Steelhead,0,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_2,2,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,0.6027175,0,50,Chinook,0,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_2,2,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,0.6027175,0,50,Steelhead,2,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_3,3,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Pool,Scour Pool,0.6027175,0,50,Chinook,0,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_3,3,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Pool,Scour Pool,0.6027175,0,50,Steelhead,1,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_4,4,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,0.6027175,0,50,Chinook,0,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_4,4,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,0.6027175,0,50,Steelhead,2,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_7,7,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,0.6027175,0,50,Chinook,0,NA,NA,NA
YFI00001-000851,Yankee Fork,Yankee Fork,YFI00001-000851_7,7,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,0.6027175,0,50,Steelhead,0,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_1,1,QCI,Snorkeling,Snorkel,2018-01-24T21:21:00Z,Run,Run,1.6279367999999996,0,30,Chinook,0,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_1,1,QCI,Snorkeling,Snorkel,2018-01-24T21:21:00Z,Run,Run,1.6279367999999996,0,30,Steelhead,6,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_2,2,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Riffle,Riffle,1.6279368,0,30,Chinook,0,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_2,2,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Riffle,Riffle,1.6279368,0,30,Steelhead,4,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_6,6,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,1.6279368,0,30,Chinook,0,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_6,6,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,1.6279368,0,30,Steelhead,4,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_8,8,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,1.6279368,0,30,Chinook,0,NA,NA,NA
YFI00001-001503,Yankee Fork,Yankee Fork,YFI00001-001503_8,8,QCI,Snorkeling,Snorkel,2018-01-24T00:00:00Z,Run,Run,1.6279368,0,30,Steelhead,1,NA,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_1,1,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Pool,Scour Pool,8.466003,0,40,Chinook,NA,8,6,5
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_1,1,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Pool,Scour Pool,8.466003,0,40,Steelhead,NA,6,5,4
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_2,2,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Riffle,Riffle,8.466003,0,0,Chinook,NA,1,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_2,2,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Riffle,Riffle,8.466003,0,0,Steelhead,NA,13,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_3,3,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Pool,Scour Pool,8.466003,0,40,Chinook,NA,1,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_3,3,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Pool,Scour Pool,8.466003,0,40,Steelhead,NA,0,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_5,5,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Pool,Scour Pool,8.466003,0,5,Chinook,NA,1,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_5,5,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,Pool,Scour Pool,8.466003,0,5,Steelhead,NA,0,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_6,6,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,SSC,Side Channel,8.466003,0,20,Chinook,NA,1,NA,NA
CBW05583-029539,Lemhi,Lemhi River,CBW05583-029539_6,6,QCI,Electrofishing,Mark Recapture,2018-02-19T00:00:00Z,SSC,Side Channel,8.466003,0,20,Steelhead,NA,0,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_1,1,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.051992,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_1,1,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.051992,NA,NA,Steelhead,NA,15,17,10
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_2,2,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.051992,NA,NA,Chinook,NA,6,8,6
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_2,2,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.051992,NA,NA,Steelhead,NA,28,18,8
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_3,3,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.051992,NA,NA,Chinook,NA,1,0,0
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_3,3,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.051992,NA,NA,Steelhead,NA,3,9,4
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_4,4,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.051992,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_4,4,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.051992,NA,NA,Steelhead,NA,7,2,1
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_5,5,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.051992,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_5,5,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.051992,NA,NA,Steelhead,NA,2,1,0
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_6,6,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.051992,NA,NA,Chinook,NA,1,1,1
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_6,6,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.051992,NA,NA,Steelhead,NA,7,1,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_1,1,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_1,1,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.024023,NA,NA,Steelhead,NA,1,1,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_2,2,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_2,2,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.024023,NA,NA,Steelhead,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_3,3,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_3,3,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.024023,NA,NA,Steelhead,NA,1,3,1
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_4,4,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_4,4,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.024023,NA,NA,Steelhead,NA,0,1,1
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_5,5,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,SSC,SC,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_5,5,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,SSC,SC,1.024023,NA,NA,Steelhead,NA,1,1,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_6,6,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_6,6,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Pool,Pool,1.024023,NA,NA,Steelhead,NA,0,2,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_7,7,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_7,7,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Riffle,Riffle,1.024023,NA,NA,Steelhead,NA,3,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_8,8,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Run,FNT,1.024023,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_8,8,QCI,Electrofishing,Mark Recapture,2019-01-23T00:00:00Z,Run,Run,1.024023,NA,NA,Steelhead,NA,6,4,2
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_1,1,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Run,FNT,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_1,1,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Run,Run,0.72927665,NA,NA,Steelhead,NA,5,3,1
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_3,3,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,1.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_3,3,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Steelhead,NA,0,1,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_4,4,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_4,4,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Steelhead,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_5,5,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_5,5,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Steelhead,NA,2,2,1
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_6,6,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Run,FNT,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_6,6,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Run,Run,0.72927665,NA,NA,Steelhead,NA,2,2,2
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_7,7,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_7,7,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Steelhead,NA,2,1,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_8,8,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Run,FNT,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_8,8,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Run,Run,0.72927665,NA,NA,Steelhead,NA,5,5,1
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_9,9,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_9,9,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Steelhead,NA,6,4,3
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_10,10,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_10,10,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Pool,Pool,0.72927665,NA,NA,Steelhead,NA,1,1,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_11,11,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Riffle,Riffle,0.72927665,NA,NA,Chinook,NA,0,0,0
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_11,11,QCI,Electrofishing,Mark Recapture,2019-01-22T00:00:00Z,Riffle,Riffle,0.72927665,NA,NA,Steelhead,NA,2,1,1
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_1,1,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_1,1,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Steelhead,NA,0,1,1
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_2,2,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_2,2,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_3,3,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_3,3,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_4,4,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_4,4,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_5,5,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_5,5,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_6,6,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_6,6,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_7,7,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_7,7,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_8,8,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_8,8,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,1,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_9,9,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Chinook,NA,1,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_9,9,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_10,10,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,1,1
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_10,10,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_11,11,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_11,11,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Steelhead,NA,1,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_12,12,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_12,12,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_13,13,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Chinook,NA,1,1,1
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_13,13,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_14,14,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,1,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_14,14,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_15,15,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_15,15,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_16,16,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,5,2,1
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_16,16,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_17,17,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_17,17,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Run,Run,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_18,18,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_18,18,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_19,19,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_19,19,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Riffle,Riffle,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_20,20,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_20,20,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_21,21,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Chinook,NA,1,0,0
Lake2019_WinterQRF,NA,Lake Creek,Lake2019_WinterQRF_21,21,QCI,Electrofishing,Mark Recapture,2019-01-16T00:00:00Z,Pool,Pool,0.508374,NA,NA,Steelhead,NA,0,0,0
