Site,Watershed,Stream,SiteUnit,ChUnitNumber,FishCrew,SurveyType,Method,Date,Tier1,Tier2,Discharge,Temp,PercentIceCover,Species,count,Pass1.M,Pass2.C,Pass3.R
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_6,6,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Pool,Scour Pool,2.3550316,5.7,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_6,6,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Pool,Scour Pool,2.3550316,5.7,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_7,7,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Riffle,Riffle,2.3550316,5.7,0,Chinook,1,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_7,7,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Riffle,Riffle,2.3550316,5.7,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_8,8,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Run,Run,2.3550316,5.7,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_8,8,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Run,Run,2.3550316,5.7,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_9,9,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Riffle,Riffle,2.3550316,5.7,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_9,9,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Riffle,Riffle,2.3550316,5.7,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_10,10,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Pool,Scour Pool,2.3550316,5.7,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_10,10,QCI,Snorkeling,Snorkel,2017-11-12T00:00:00Z,Pool,Scour Pool,2.3550316,5.7,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_1,1,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Run,Run,1.8733361000000004,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_1,1,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Run,Run,1.8733361000000004,4.8,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_3,3,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,2,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_3,3,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_4,4,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_4,4,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_5,5,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_5,5,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_6,6,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Run,Run,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_6,6,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Run,Run,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_7,7,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_7,7,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_8,8,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Run,Run,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_8,8,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Run,Run,1.8733361,4.8,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_9,9,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_9,9,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_10,10,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_10,10,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_11,11,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_11,11,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_12,12,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_12,12,QCI,Snorkeling,Snorkel,2017-11-12T22:30:00Z,Pool,Scour Pool,1.8733361,4.8,0,Steelhead,1,NA,NA,NA
CBW05583-452047,Lemhi,Lemhi River,CBW05583-452047_1,1,QCI,Snorkeling,Snorkel,2017-12-13T17:40:00Z,Run,Run,4.3167846999999995,3.7,5,Chinook,0,NA,NA,NA
CBW05583-452047,Lemhi,Lemhi River,CBW05583-452047_1,1,QCI,Snorkeling,Snorkel,2017-12-13T17:40:00Z,Run,Run,4.3167846999999995,3.7,5,Steelhead,0,NA,NA,NA
CBW05583-452047,Lemhi,Lemhi River,CBW05583-452047_2,2,QCI,Snorkeling,Snorkel,2017-12-13T00:00:00Z,Pool,Scour Pool,4.3167846999999995,3.7,5,Chinook,0,NA,NA,NA
CBW05583-452047,Lemhi,Lemhi River,CBW05583-452047_2,2,QCI,Snorkeling,Snorkel,2017-12-13T00:00:00Z,Pool,Scour Pool,4.3167846999999995,3.7,5,Steelhead,1,NA,NA,NA
CBW05583-452047,Lemhi,Lemhi River,CBW05583-452047_3,3,QCI,Snorkeling,Snorkel,2017-12-13T00:00:00Z,Pool,Scour Pool,4.3167846999999995,3.7,5,Chinook,0,NA,NA,NA
CBW05583-452047,Lemhi,Lemhi River,CBW05583-452047_3,3,QCI,Snorkeling,Snorkel,2017-12-13T00:00:00Z,Pool,Scour Pool,4.3167846999999995,3.7,5,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_1,1,QCI,Snorkeling,Snorkel,2017-12-14T17:59:00Z,Run,Run,1.8733361000000004,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_1,1,QCI,Snorkeling,Snorkel,2017-12-14T17:59:00Z,Run,Run,1.8733361000000004,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_3,3,QCI,Snorkeling,Snorkel,2017-12-14T17:59:00Z,Pool,Scour Pool,1.8733361000000004,5,0,Chinook,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_3,3,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_4,4,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_4,4,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_5,5,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_5,5,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_6,6,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Run,Run,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_6,6,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Run,Run,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_7,7,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_7,7,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_8,8,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Run,Run,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_8,8,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Run,Run,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_9,9,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,4,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_9,9,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_10,10,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_10,10,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_11,11,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_11,11,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_12,12,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-6,Lemhi,Big Springs Creek,LEM00001-Big0Springs-6_12,12,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,1.8733361,5,0,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_3,3,QCI,Snorkeling,Snorkel,2017-12-14T21:07:00Z,Pool,Scour Pool,2.3550315999999993,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_3,3,QCI,Snorkeling,Snorkel,2017-12-14T21:07:00Z,Pool,Scour Pool,2.3550315999999993,5,0,Steelhead,2,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_4,4,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,2.3550315999999993,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_4,4,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,2.3550315999999993,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_6,6,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,2.3550316,5,0,Chinook,1,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_6,6,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,2.3550316,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_8,8,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Run,Run,2.3550316,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_8,8,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Run,Run,2.3550316,5,0,Steelhead,2,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_10,10,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,2.3550316,5,0,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-5,Lemhi,Big Springs Creek,LEM00001-Big0Springs-5_10,10,QCI,Snorkeling,Snorkel,2017-12-14T00:00:00Z,Pool,Scour Pool,2.3550316,5,0,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_2,2,QCI,Snorkeling,Snorkel,2017-12-15T17:50:00Z,Pool,Scour Pool,1.0341023999999999,3.7,1,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_2,2,QCI,Snorkeling,Snorkel,2017-12-15T17:50:00Z,Pool,Scour Pool,1.0341023999999999,3.7,1,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_3,3,QCI,Snorkeling,Snorkel,2017-12-15T17:50:00Z,Riffle,Riffle,1.0341024,3.7,1,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_3,3,QCI,Snorkeling,Snorkel,2017-12-15T17:50:00Z,Riffle,Riffle,1.0341024,3.7,1,Steelhead,1,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_4,4,QCI,Snorkeling,Snorkel,2017-12-15T00:00:00Z,Pool,Scour Pool,1.0341024,3.7,1,Chinook,0,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_4,4,QCI,Snorkeling,Snorkel,2017-12-15T00:00:00Z,Pool,Scour Pool,1.0341024,3.7,1,Steelhead,0,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_5,5,QCI,Snorkeling,Snorkel,2017-12-15T00:00:00Z,Pool,Scour Pool,1.0341024,3.7,1,Chinook,4,NA,NA,NA
LEM00001-Big0Springs-1,Lemhi,Big Springs Creek,LEM00001-Big0Springs-1_5,5,QCI,Snorkeling,Snorkel,2017-12-15T00:00:00Z,Pool,Scour Pool,1.0341024,3.7,1,Steelhead,4,NA,NA,NA
CBW05583-045487,Lemhi,Hayden Creek,CBW05583-045487_1,1,QCI,Snorkeling,Snorkel,2017-12-15T21:04:00Z,Riffle,Riffle,1.5455376000000003,1,5,Chinook,0,NA,NA,NA
CBW05583-045487,Lemhi,Hayden Creek,CBW05583-045487_1,1,QCI,Snorkeling,Snorkel,2017-12-15T21:04:00Z,Riffle,Riffle,1.5455376000000003,1,5,Steelhead,29,NA,NA,NA
LEM00002-0000SC,Lemhi,Lemhi River,LEM00002-0000SC_1,1,QCI,Electrofishing,Mark Recapture,2017-12-18T18:12:00Z,Pool,Scour Pool,1.3061266999999999,1.5,30,Chinook,NA,1,0,0
LEM00002-0000SC,Lemhi,Lemhi River,LEM00002-0000SC_1,1,QCI,Electrofishing,Mark Recapture,2017-12-18T18:12:00Z,Pool,Scour Pool,1.3061266999999999,1.5,30,Steelhead,NA,2,5,2
